"module name","license","repository"
"@aws-crypto/sha256-browser@5.2.0","Apache-2.0","https://github.com/aws/aws-sdk-js-crypto-helpers"
"@aws-crypto/sha256-js@5.2.0","Apache-2.0","https://github.com/aws/aws-sdk-js-crypto-helpers"
"@aws-crypto/supports-web-crypto@5.2.0","Apache-2.0","https://github.com/aws/aws-sdk-js-crypto-helpers"
"@aws-crypto/util@5.2.0","Apache-2.0","https://github.com/aws/aws-sdk-js-crypto-helpers"
"@aws-sdk/client-mturk@3.1014.0","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/core@3.974.4","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/credential-provider-env@3.972.30","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/credential-provider-http@3.972.32","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/credential-provider-ini@3.972.34","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/credential-provider-login@3.972.34","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/credential-provider-node@3.972.35","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/credential-provider-process@3.972.30","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/credential-provider-sso@3.972.34","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/credential-provider-web-identity@3.972.34","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/middleware-host-header@3.972.10","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/middleware-logger@3.972.10","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/middleware-recursion-detection@3.972.11","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/middleware-sdk-s3@3.972.33","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/middleware-user-agent@3.972.34","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/nested-clients@3.997.2","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/region-config-resolver@3.972.13","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/signature-v4-multi-region@3.996.21","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/token-providers@3.1035.0","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/types@3.973.8","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/util-arn-parser@3.972.3","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/util-endpoints@3.996.8","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/util-locate-window@3.965.5","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/util-user-agent-browser@3.972.10","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/util-user-agent-node@3.973.20","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws-sdk/xml-builder@3.972.18","Apache-2.0","https://github.com/aws/aws-sdk-js-v3"
"@aws/lambda-invoke-store@0.2.4","Apache-2.0","https://github.com/awslabs/aws-lambda-invoke-store"
"@babel/runtime@7.29.2","MIT","https://github.com/babel/babel"
"@jridgewell/gen-mapping@0.3.13","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/remapping@2.3.5","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/resolve-uri@3.1.2","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/sourcemap-codec@1.5.5","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/trace-mapping@0.3.31","MIT","https://github.com/jridgewell/sourcemaps"
"@meteorjs/browserify-sign@4.2.6","ISC","https://github.com/crypto-browserify/browserify-sign"
"@meteorjs/create-ecdh@4.0.5","MIT","https://github.com/crypto-browserify/createECDH"
"@meteorjs/crypto-browserify@3.12.4","MIT","https://github.com/browserify/crypto-browserify"
"@nodable/entities@2.1.0","MIT","https://github.com/nodable/val-parsers"
"@node-saml/node-saml@5.1.0","MIT","https://github.com/node-saml/node-saml"
"@smithy/config-resolver@4.4.17","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/core@3.23.17","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/credential-provider-imds@4.2.14","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/fetch-http-handler@5.3.17","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/hash-node@4.2.14","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/invalid-dependency@4.2.14","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/is-array-buffer@2.2.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/is-array-buffer@4.2.2","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/middleware-content-length@4.2.14","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/middleware-endpoint@4.4.32","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/middleware-retry@4.5.5","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/middleware-serde@4.2.20","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/middleware-stack@4.2.14","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/node-config-provider@4.3.14","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/node-http-handler@4.6.1","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/property-provider@4.2.14","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/protocol-http@5.3.14","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/querystring-builder@4.2.14","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/querystring-parser@4.2.14","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/service-error-classification@4.3.0","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/shared-ini-file-loader@4.4.9","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/signature-v4@5.3.14","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/smithy-client@4.12.13","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/types@4.14.1","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/url-parser@4.2.14","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/util-base64@4.3.2","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/util-body-length-browser@4.2.2","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/util-body-length-node@4.2.3","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/util-buffer-from@2.2.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/util-buffer-from@4.2.2","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/util-config-provider@4.2.2","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/util-defaults-mode-browser@4.3.49","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/util-defaults-mode-node@4.2.54","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/util-endpoints@3.4.2","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/util-hex-encoding@4.2.2","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/util-middleware@4.2.14","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/util-retry@4.3.4","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/util-stream@4.5.25","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/util-uri-escape@4.2.2","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/util-utf8@2.3.0","Apache-2.0","https://github.com/awslabs/smithy-typescript"
"@smithy/util-utf8@4.2.2","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@smithy/uuid@1.1.2","Apache-2.0","https://github.com/smithy-lang/smithy-typescript"
"@sveltejs/acorn-typescript@1.0.8","MIT","https://github.com/sveltejs/acorn-typescript"
"@swc/helpers@0.5.21","Apache-2.0","https://github.com/swc-project/swc"
"@types/debug@4.1.13","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/ms@2.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@22.19.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/qs@6.14.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/trusted-types@2.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/xml-encryption@1.2.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/xml2js@0.4.14","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@xmldom/is-dom-node@1.0.1","MIT","https://github.com/xmldom/is-dom-node"
"@xmldom/xmldom@0.8.13","MIT","https://github.com/xmldom/xmldom"
"acorn@8.15.0","MIT","https://github.com/acornjs/acorn"
"aria-query@5.3.1","Apache-2.0","https://github.com/A11yance/aria-query"
"asn1.js@4.10.1","MIT","https://github.com/indutny/asn1.js"
"assert@2.1.0","MIT","https://github.com/browserify/commonjs-assert"
"available-typed-arrays@1.0.7","MIT","https://github.com/inspect-js/available-typed-arrays"
"axobject-query@4.1.0","Apache-2.0","https://github.com/A11yance/axobject-query"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"bluebird@3.7.2","MIT","https://github.com/petkaantonov/bluebird"
"bn.js@4.12.3","MIT","https://github.com/indutny/bn.js"
"bn.js@5.2.3","MIT","https://github.com/indutny/bn.js"
"bowser@2.14.1","MIT","https://github.com/bowser-js/bowser"
"brorand@1.1.0","MIT","https://github.com/indutny/brorand"
"browserify-aes@1.2.0","MIT","https://github.com/crypto-browserify/browserify-aes"
"browserify-cipher@1.0.1","MIT","https://github.com/crypto-browserify/browserify-cipher"
"browserify-des@1.0.2","MIT","https://github.com/crypto-browserify/browserify-des"
"browserify-rsa@4.1.1","MIT","https://github.com/crypto-browserify/browserify-rsa"
"browserify-zlib@0.2.0","MIT","https://github.com/devongovett/browserify-zlib"
"buffer-xor@1.0.3","MIT","https://github.com/crypto-browserify/buffer-xor"
"buffer@5.7.1","MIT","https://github.com/feross/buffer"
"builtin-status-codes@3.0.0","MIT","https://github.com/bendrucker/builtin-status-codes"
"call-bind-apply-helpers@1.0.2","MIT","https://github.com/ljharb/call-bind-apply-helpers"
"call-bind@1.0.8","MIT","https://github.com/ljharb/call-bind"
"call-bound@1.0.4","MIT","https://github.com/ljharb/call-bound"
"cipher-base@1.0.6","MIT","https://github.com/crypto-browserify/cipher-base"
"clsx@2.1.1","MIT","https://github.com/lukeed/clsx"
"connect@3.7.0","MIT","https://github.com/senchalabs/connect"
"console-browserify@1.2.0","MIT","https://github.com/browserify/console-browserify"
"constants-browserify@1.0.0","MIT","https://github.com/juliangruber/constants-browserify"
"core-util-is@1.0.3","MIT","https://github.com/isaacs/core-util-is"
"create-hash@1.1.3","MIT","https://github.com/crypto-browserify/createHash"
"create-hash@1.2.0","MIT","https://github.com/crypto-browserify/createHash"
"create-hmac@1.1.7","MIT","https://github.com/crypto-browserify/createHmac"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@4.4.3","MIT","https://github.com/debug-js/debug"
"define-data-property@1.1.4","MIT","https://github.com/ljharb/define-data-property"
"define-properties@1.2.1","MIT","https://github.com/ljharb/define-properties"
"des.js@1.1.0","MIT","https://github.com/indutny/des.js"
"devalue@5.6.4","MIT","https://github.com/sveltejs/devalue"
"diffie-hellman@5.0.3","MIT","https://github.com/crypto-browserify/diffie-hellman"
"domain-browser@4.23.0","Artistic-2.0","https://github.com/bevry/domain-browser"
"dompurify@3.4.0","(MPL-2.0 OR Apache-2.0)","https://github.com/cure53/DOMPurify"
"double-metaphone@2.0.1","MIT","https://github.com/words/double-metaphone"
"dunder-proto@1.0.1","MIT","https://github.com/es-shims/dunder-proto"
"duplexer2@0.1.4","BSD-3-Clause","https://github.com/deoxxa/duplexer2"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"encodeurl@1.0.2","MIT","https://github.com/pillarjs/encodeurl"
"es-define-property@1.0.1","MIT","https://github.com/ljharb/es-define-property"
"es-errors@1.3.0","MIT","https://github.com/ljharb/es-errors"
"es-object-atoms@1.1.1","MIT","https://github.com/ljharb/es-object-atoms"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"esm-env@1.2.2","MIT","https://github.com/benmccann/esm-env"
"esrap@2.2.3","MIT","https://github.com/sveltejs/esrap"
"events@3.3.0","MIT","https://github.com/Gozala/events"
"evp_bytestokey@1.0.3","MIT","https://github.com/crypto-browserify/EVP_BytesToKey"
"fast-xml-builder@1.1.5","MIT","https://github.com/NaturalIntelligence/fast-xml-builder"
"fast-xml-parser@5.7.1","MIT","https://github.com/NaturalIntelligence/fast-xml-parser"
"finalhandler@1.1.2","MIT","https://github.com/pillarjs/finalhandler"
"for-each@0.3.5","MIT","https://github.com/Raynos/for-each"
"fs-extra@11.3.4","MIT","https://github.com/jprichardson/node-fs-extra"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"get-intrinsic@1.3.0","MIT","https://github.com/ljharb/get-intrinsic"
"get-proto@1.0.1","MIT","https://github.com/ljharb/get-proto"
"gopd@1.2.0","MIT","https://github.com/ljharb/gopd"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"has-property-descriptors@1.0.2","MIT","https://github.com/inspect-js/has-property-descriptors"
"has-symbols@1.1.0","MIT","https://github.com/inspect-js/has-symbols"
"has-tostringtag@1.0.2","MIT","https://github.com/inspect-js/has-tostringtag"
"hash-base@2.0.2","MIT","https://github.com/crypto-browserify/hash-base"
"hash-base@3.0.5","MIT","https://github.com/crypto-browserify/hash-base"
"hash.js@1.1.7","MIT","https://github.com/indutny/hash.js"
"hasown@2.0.2","MIT","https://github.com/inspect-js/hasOwn"
"hmac-drbg@1.0.1","MIT","https://github.com/indutny/hmac-drbg"
"https-browserify@1.0.0","MIT","https://github.com/substack/https-browserify"
"ieee754@1.2.1","BSD-3-Clause","https://github.com/feross/ieee754"
"immediate@3.0.6","MIT","https://github.com/calvinmetcalf/immediate"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"is-arguments@1.2.0","MIT","https://github.com/inspect-js/is-arguments"
"is-callable@1.2.7","MIT","https://github.com/inspect-js/is-callable"
"is-generator-function@1.1.0","MIT","https://github.com/inspect-js/is-generator-function"
"is-nan@1.3.2","MIT","https://github.com/es-shims/is-nan"
"is-reference@3.0.3","MIT","https://github.com/Rich-Harris/is-reference"
"is-regex@1.2.1","MIT","https://github.com/inspect-js/is-regex"
"is-typed-array@1.1.15","MIT","https://github.com/inspect-js/is-typed-array"
"isarray@1.0.0","MIT","https://github.com/juliangruber/isarray"
"isarray@2.0.5","MIT","https://github.com/juliangruber/isarray"
"jquery@3.7.1","MIT","https://github.com/jquery/jquery"
"jsonfile@6.2.0","MIT","https://github.com/jprichardson/node-jsonfile"
"jszip@3.10.1","(MIT OR GPL-3.0-or-later)","https://github.com/Stuk/jszip"
"lie@3.3.0","MIT","https://github.com/calvinmetcalf/lie"
"locate-character@3.0.0","MIT","git+https://gitlab.com/Rich-Harris/locate-character"
"magic-string@0.30.21","MIT","https://github.com/Rich-Harris/magic-string"
"marked@18.0.2","MIT","https://github.com/markedjs/marked"
"math-intrinsics@1.1.0","MIT","https://github.com/es-shims/math-intrinsics"
"md5.js@1.3.5","MIT","https://github.com/crypto-browserify/md5.js"
"meteor-node-stubs@1.2.27","MIT","https://github.com/meteor/meteor/tree/devel/npm-packages/meteor-node-stubs"
"miller-rabin@4.0.1","MIT","https://github.com/indutny/miller-rabin"
"minimalistic-assert@1.0.1","ISC","https://github.com/calvinmetcalf/minimalistic-assert"
"minimalistic-crypto-utils@1.0.1","MIT","https://github.com/indutny/minimalistic-crypto-utils"
"mofacts@0.1.0-alpha.1","AGPL-3.0-only",""
"ms@2.0.0","MIT","https://github.com/zeit/ms"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"node-int64@0.4.0","MIT","https://github.com/broofa/node-int64"
"object-inspect@1.13.4","MIT","https://github.com/inspect-js/object-inspect"
"object-is@1.1.6","MIT","https://github.com/es-shims/object-is"
"object-keys@1.1.1","MIT","https://github.com/ljharb/object-keys"
"object.assign@4.1.7","MIT","https://github.com/ljharb/object.assign"
"on-finished@2.3.0","MIT","https://github.com/jshttp/on-finished"
"os-browserify@0.3.0","MIT","https://github.com/CoderPuppy/os-browserify"
"pako@1.0.11","(MIT AND Zlib)","https://github.com/nodeca/pako"
"parse-asn1@5.1.7","ISC","https://github.com/crypto-browserify/parse-asn1"
"parseurl@1.3.3","MIT","https://github.com/pillarjs/parseurl"
"path-browserify@1.0.1","MIT","https://github.com/browserify/path-browserify"
"path-expression-matcher@1.5.0","MIT","https://github.com/NaturalIntelligence/path-expression-matcher"
"pbkdf2@3.1.3","MIT","https://github.com/crypto-browserify/pbkdf2"
"possible-typed-array-names@1.1.0","MIT","https://github.com/ljharb/possible-typed-array-names"
"process-nextick-args@2.0.1","MIT","https://github.com/calvinmetcalf/process-nextick-args"
"process@0.11.10","MIT","https://github.com/shtylman/node-process"
"public-encrypt@4.0.3","MIT","https://github.com/crypto-browserify/publicEncrypt"
"punycode@1.4.1","MIT","https://github.com/bestiejs/punycode.js"
"qs@6.14.2","BSD-3-Clause","https://github.com/ljharb/qs"
"querystring-es3@0.2.1","MIT","https://github.com/mike-spainhower/querystring"
"randombytes@2.1.0","MIT","https://github.com/crypto-browserify/randombytes"
"randomfill@1.0.4","MIT","https://github.com/crypto-browserify/randomfill"
"readable-stream@2.3.8","MIT","https://github.com/nodejs/readable-stream"
"readable-stream@3.6.2","MIT","https://github.com/nodejs/readable-stream"
"ripemd160@2.0.1","MIT","https://github.com/crypto-browserify/ripemd160"
"ripemd160@2.0.2","MIT","https://github.com/crypto-browserify/ripemd160"
"safe-buffer@5.1.2","MIT","https://github.com/feross/safe-buffer"
"safe-buffer@5.2.1","MIT","https://github.com/feross/safe-buffer"
"safe-regex-test@1.1.0","MIT","https://github.com/ljharb/safe-regex-test"
"sax@1.6.0","BlueOak-1.0.0","https://github.com/isaacs/sax-js"
"set-function-length@1.2.2","MIT","https://github.com/ljharb/set-function-length"
"setimmediate@1.0.5","MIT","https://github.com/YuzuJS/setImmediate"
"sha.js@2.4.12","(MIT AND BSD-3-Clause)","https://github.com/crypto-browserify/sha.js"
"side-channel-list@1.0.0","MIT","https://github.com/ljharb/side-channel-list"
"side-channel-map@1.0.1","MIT","https://github.com/ljharb/side-channel-map"
"side-channel-weakmap@1.0.2","MIT","https://github.com/ljharb/side-channel-weakmap"
"side-channel@1.1.0","MIT","https://github.com/ljharb/side-channel"
"sql.js@1.13.0","MIT","https://github.com/sql-js/sql.js"
"statuses@1.5.0","MIT","https://github.com/jshttp/statuses"
"stream-browserify@3.0.0","MIT","https://github.com/browserify/stream-browserify"
"stream-http@3.2.0","MIT","https://github.com/jhiesey/stream-http"
"string_decoder@1.1.1","MIT","https://github.com/nodejs/string_decoder"
"string_decoder@1.3.0","MIT","https://github.com/nodejs/string_decoder"
"strnum@2.2.3","MIT","https://github.com/NaturalIntelligence/strnum"
"svelte@5.55.0","MIT","https://github.com/sveltejs/svelte"
"timers-browserify@2.0.12","MIT","https://github.com/jryans/timers-browserify"
"to-buffer@1.2.1","MIT","https://github.com/browserify/to-buffer"
"tslib@2.8.1","0BSD","https://github.com/Microsoft/tslib"
"tty-browserify@0.0.1","MIT","https://github.com/browserify/tty-browserify"
"typed-array-buffer@1.0.3","MIT","https://github.com/inspect-js/typed-array-buffer"
"underscore@1.13.8","MIT","https://github.com/jashkenas/underscore"
"undici-types@6.21.0","MIT","https://github.com/nodejs/undici"
"universalify@2.0.1","MIT","https://github.com/RyanZim/universalify"
"unpipe@1.0.0","MIT","https://github.com/stream-utils/unpipe"
"unzipper@0.12.3","MIT","https://github.com/ZJONSSON/node-unzipper"
"url@0.11.4","MIT","https://github.com/defunctzombie/node-url"
"util-deprecate@1.0.2","MIT","https://github.com/TooTallNate/util-deprecate"
"util@0.12.5","MIT","https://github.com/browserify/node-util"
"utils-merge@1.0.1","MIT","https://github.com/jaredhanson/utils-merge"
"vm-browserify@1.1.2","MIT","https://github.com/substack/vm-browserify"
"which-typed-array@1.1.19","MIT","https://github.com/inspect-js/which-typed-array"
"wildemitter@1.2.1","MIT*","https://github.com/HenrikJoreteg/wildemitter"
"xml-crypto@6.1.2","MIT","https://github.com/node-saml/xml-crypto"
"xml-encryption@3.1.0","MIT","https://github.com/auth0/node-xml-encryption"
"xml2js@0.6.2","MIT","https://github.com/Leonidas-from-XIV/node-xml2js"
"xmlbuilder@11.0.1","MIT","https://github.com/oozcitak/xmlbuilder-js"
"xmlbuilder@15.1.1","MIT","https://github.com/oozcitak/xmlbuilder-js"
"xpath@0.0.32","MIT","https://github.com/goto100/xpath"
"xpath@0.0.33","MIT","https://github.com/goto100/xpath"
"xpath@0.0.34","MIT","https://github.com/goto100/xpath"
"xstate@5.28.0","MIT","https://github.com/statelyai/xstate"
"xtend@4.0.2","MIT","https://github.com/Raynos/xtend"
"zimmerframe@1.1.4","MIT","https://github.com/sveltejs/zimmerframe"